iter	Passed	Remaining
309	17577	39124
310	17621	39040
311	17670	38965
312	17716	38886
313	17770	38824
314	17810	38731
315	17855	38649
316	17906	38581
317	17963	38525
318	18009	38446
319	18059	38376
320	18103	38293
321	18150	38217
322	18198	38143
323	18242	38061
324	18291	37990
325	18348	37934
326	18404	37877
327	18456	37813
328	18509	37749
329	18557	37676
330	18607	37608
331	18662	37549
332	18712	37481
333	18768	37425
334	18826	37372
335	18879	37310
336	18929	37240
337	18976	37166
338	19024	37095
339	19076	37031
340	19124	36959
341	19175	36892
342	19222	36819
343	19272	36751
344	19316	36673
345	19362	36598
346	19414	36534
347	19457	36454
348	19502	36378
349	19545	36299
350	19597	36235
351	19645	36165
352	19691	36091
353	19732	36009
354	19779	35937
355	19831	35875
356	19881	35809
357	19936	35751
358	19980	35675
359	20027	35604
360	20074	35534
361	20125	35469
362	20171	35397
363	20219	35329
364	20266	35257
365	20307	35178
366	20358	35114
367	20407	35047
368	20451	34972
369	20497	34901
370	20544	34830
371	20597	34771
372	20646	34705
373	20692	34634
374	20742	34570
375	20789	34501
376	20836	34433
377	20884	34366
378	20933	34300
379	20985	34239
380	21035	34175
381	21089	34119
382	21140	34057
383	21188	33990
384	21245	33937
385	21333	33934
386	21409	33912
387	21467	33861
388	21546	33843
389	21597	33781
390	21654	33728
391	21706	33667
392	21756	33604
393	21807	33541
394	21851	33468
395	21904	33409
396	21951	33342
397	21999	33275
398	22105	33297
399	22240	33360
400	22336	33365
401	22390	33306
402	22438	33239
403	22494	33184
404	22550	33129
405	22605	33073
406	22665	33023
407	22722	32969
408	22781	32918
409	22845	32875
410	23019	32989
411	23112	32985
412	23171	32933
413	23223	32872
414	23279	32815
415	23333	32756
416	23385	32695
417	23438	32634
418	23492	32575
419	23539	32507
420	23591	32444
421	23648	32391
422	23705	32335
423	23759	32277
424	23814	32219
425	23861	32151
426	23911	32087
427	23961	32023
428	24006	31952
429	24054	31886
430	24099	31815
431	24156	31761
432	24206	31697
433	24259	31637
434	24313	31579
435	24364	31517
436	24412	31451
437	24453	31375
438	24501	31310
439	24546	31241
440	24596	31177
441	24641	31107
442	24690	31044
443	24739	30980
444	24789	30916
445	24835	30849
446	24888	30790
447	24935	30724
448	24986	30662
449	25037	30601
450	25081	30531
451	25132	30470
452	25181	30406
453	25233	30347
454	25290	30293
455	25344	30235
456	25391	30169
457	25440	30106
458	25483	30036
459	25529	29969
460	25579	29906
461	25631	29848
462	25679	29784
463	25726	29719
464	25777	29658
465	25822	29590
466	25874	29531
467	25921	29466
468	25969	29402
469	26021	29343
470	26065	29275
471	26115	29214
472	26167	29154
473	26217	29093
474	26264	29029
475	26310	28963
476	26370	28914
477	26425	28857
478	26477	28798
479	26526	28736
480	26578	28678
481	26626	28615
482	26679	28557
483	26726	28493
484	26775	28432
485	26829	28374
486	26878	28313
487	26922	28246
488	26980	28194
489	27022	28125
490	27066	28058
491	27115	27997
492	27168	27939
493	27213	27874
494	27258	27809
495	27310	27751
496	27361	27692
497	27403	27623
498	27450	27560
499	27495	27495
500	27542	27432
501	27582	27363
502	27636	27306
503	27681	27242
504	27726	27177
505	27770	27112
506	27815	27046
507	27858	26981
508	27905	26918
509	27955	26858
510	28005	26799
511	28054	26739
512	28098	26674
513	28148	26615
514	28191	26549
515	28238	26487
516	28293	26433
517	28344	26374
518	28388	26309
519	28434	26246
520	28485	26189
521	28537	26132
522	28588	26074
523	28635	26012
524	28679	25948
525	28722	25883
526	28769	25821
527	28822	25765
528	28873	25707
529	28919	25645
530	28965	25583
531	29018	25527
532	29064	25465
533	29116	25408
534	29164	25348
535	29211	25287
536	29262	25229
537	29318	25176
538	29374	25123
539	29419	25061
540	29468	25001
541	29513	24939
542	29558	24877
543	29604	24815
544	29650	24753
545	29693	24690
546	29741	24630
547	29788	24570
548	29833	24507
549	29877	24445
550	29928	24388
551	29979	24331
552	30031	24274
553	30087	24222
554	30135	24162
555	30186	24105
556	30238	24049
557	30285	23989
558	30340	23935
559	30392	23879
560	30448	23826
561	30498	23769
562	30552	23714
563	30603	23658
564	30658	23604
565	30710	23548
566	30759	23490
567	30807	23431
568	30858	23374
569	30910	23318
570	30958	23259
571	31009	23202
572	31051	23139
573	31100	23081
574	31152	23025
575	31202	22968
576	31253	22911
577	31299	22852
578	31346	22792
579	31392	22732
580	31439	22673
581	31485	22613
582	31527	22550
583	31568	22487
584	31619	22430
585	31666	22371
586	31712	22312
587	31761	22254
588	31811	22197
589	31859	22139
590	31912	22084
591	31966	22031
592	32018	21975
593	32065	21916
594	32111	21857
595	32163	21801
596	32216	21747
597	32264	21689
598	32314	21633
599	32357	21571
600	32403	21512
601	32449	21453
602	32491	21391
603	32531	21328
604	32578	21270
605	32625	21211
606	32677	21157
607	32723	21098
608	32769	21039
609	32819	20983
610	32863	20922
611	32907	20863
612	32953	20803
613	33000	20746
614	33044	20686
615	33095	20630
616	33145	20575
617	33191	20516
618	33235	20456
619	33286	20401
620	33336	20345
621	33386	20289
622	33444	20238
623	33492	20181
624	33542	20125
625	33589	20067
626	33634	20009
627	33682	19952
628	33733	19896
629	33783	19841
630	33831	19784
631	33876	19725
632	33923	19667
633	33971	19611
634	34019	19554
635	34070	19499
636	34122	19445
637	34165	19385
638	34217	19331
639	34269	19276
640	34323	19223
641	34372	19166
642	34434	19118
643	34485	19063
644	34538	19009
645	34589	18954
646	34637	18897
647	34687	18842
648	34739	18787
649	34782	18729
650	34834	18674
651	34890	18622
652	34949	18571
653	35008	18521
654	35063	18468
655	35116	18414
656	35161	18356
657	35208	18300
658	35254	18242
659	35301	18185
660	35355	18132
661	35406	18077
662	35453	18020
663	35497	17962
664	35548	17907
665	35605	17856
666	35666	17806
667	35723	17754
668	35778	17702
669	35844	17654
670	35915	17609
671	35977	17560
672	36046	17514
673	36110	17465
674	36182	17421
675	36250	17374
676	36324	17330
677	36392	17283
678	36470	17241
679	36536	17193
680	36597	17143
681	36652	17090
682	36710	17038
683	36767	16986
684	36821	16932
685	36874	16878
686	36933	16827
687	36992	16775
688	37052	16724
689	37110	16672
690	37170	16621
691	37225	16568
692	37278	16514
693	37322	16456
694	37369	16399
695	37416	16343
696	37464	16286
697	37513	16230
698	37562	16174
699	37610	16118
700	37657	16062
701	37704	16005
702	37746	15947
703	37788	15888
704	37834	15831
705	37873	15771
706	37916	15713
707	37962	15656
708	38003	15597
709	38042	15538
710	38088	15481
711	38137	15426
712	38185	15370
713	38229	15313
714	38269	15254
715	38316	15198
716	38359	15140
717	38402	15082
718	38442	15024
719	38486	14966
720	38536	14912
721	38587	14857
722	38634	14801
723	38680	14745
724	38720	14687
725	38763	14629
726	38803	14571
727	38851	14516
728	38893	14458
729	38941	14403
730	38987	14347
731	39029	14289
732	39072	14232
733	39118	14176
734	39156	14117
735	39193	14058
736	39232	14000
737	39278	13944
738	39322	13888
739	39361	13829
740	39398	13770
741	39436	13712
742	39477	13655
743	39522	13598
744	39561	13541
745	39603	13484
746	39646	13427
747	39686	13370
748	39728	13313
749	39766	13255
750	39806	13198
751	39843	13139
752	39884	13082
753	39925	13026
754	39967	12969
755	40007	12912
756	40048	12855
757	40092	12799
758	40137	12744
759	40177	12687
760	40212	12629
761	40251	12572
762	40292	12515
763	40337	12460
764	40373	12402
765	40414	12345
766	40449	12287
767	40484	12229
768	40524	12173
769	40562	12116
770	40608	12061
771	40653	12006
772	40693	11950
773	40734	11894
774	40772	11837
775	40815	11781
776	40858	11726
777	40897	11670
778	40936	11613
779	40978	11558
780	41021	11502
781	41065	11447
782	41105	11392
783	41144	11335
784	41187	11280
785	41224	11223
786	41264	11168
787	41304	11112
788	41355	11059
789	41393	11003
790	41433	10947
791	41476	10892
792	41513	10836
793	41554	10781
794	41595	10725
795	41634	10670
796	41672	10614
797	41713	10558
798	41756	10504
799	41795	10448
800	41834	10393
801	41875	10338
802	41920	10284
803	41965	10230
804	42004	10174
805	42047	10120
806	42091	10066
807	42131	10011
808	42172	9956
809	42210	9901
810	42252	9846
811	42293	9792
812	42338	9738
813	42383	9684
814	42421	9629
815	42468	9576
816	42508	9521
817	42550	9467
818	42593	9413
819	42638	9359
820	42675	9304
821	42720	9250
822	42763	9197
823	42803	9142
824	42844	9088
825	42886	9034
826	42929	8980
827	42968	8925
828	43012	8872
829	43053	8818
830	43093	8763
831	43131	8709
832	43172	8655
833	43229	8604
834	43279	8552
835	43330	8500
836	43383	8448
837	43433	8396
838	43493	8346
839	43545	8294
840	43603	8243
841	43653	8191
842	43703	8139
843	43753	8087
844	43810	8036
845	43863	7984
846	43929	7935
847	43980	7883
848	44029	7830
849	44083	7779
850	44140	7728
851	44196	7677
852	44263	7628
853	44314	7575
854	44370	7524
855	44429	7474
856	44485	7422
857	44553	7373
858	44605	7321
859	44661	7270
860	44723	7220
861	44772	7167
862	44822	7115
863	44885	7065
864	44939	7013
865	44997	6962
866	45053	6911
867	45108	6859
868	45164	6808
869	45221	6757
870	45280	6706
871	45344	6656
872	45407	6605
873	45475	6555
874	45539	6505
875	45594	6453
876	45656	6403
877	45713	6351
878	45776	6301
879	45845	6251
880	45911	6201
881	45981	6151
882	46052	6102
883	46110	6050
884	46162	5998
885	46214	5946
886	46272	5894
887	46339	5844
888	46419	5795
889	46483	5745
890	46538	5693
891	46601	5642
892	46661	5591
893	46721	5539
894	46784	5488
895	46850	5438
896	46917	5387
897	46978	5336
898	47033	5284
899	47104	5233
900	47174	5183
901	47240	5132
902	47296	5080
903	47363	5029
904	47417	4977
905	47469	4925
906	47524	4872
907	47595	4822
908	47661	4771
909	47718	4719
910	47771	4667
911	47819	4614
912	47876	4562
913	47929	4509
914	47985	4457
915	48041	4405
916	48095	4353
917	48156	4301
918	48212	4249
919	48278	4198
920	48340	4146
921	48404	4094
922	48466	4043
923	48530	3991
924	48595	3940
925	48650	3887
926	48703	3835
927	48760	3783
928	48819	3731
929	48871	3678
930	48925	3626
931	48983	3573
932	49034	3521
933	49089	3468
934	49143	3416
935	49198	3363
936	49260	3312
937	49315	3259
938	49376	3207
939	49433	3155
940	49490	3103
941	49560	3051
942	49613	2998
943	49676	2946
944	49731	2894
945	49796	2842
946	49856	2790
947	49912	2737
948	49974	2685
949	50033	2633
950	50088	2580
951	50146	2528
952	50225	2477
953	50292	2425
954	50347	2372
955	50396	2319
956	50454	2267
957	50504	2214
958	50575	2162
959	50639	2109
960	50701	2057
961	50763	2005
962	50815	1952
963	50885	1900
964	50941	1847
965	51006	1795
966	51062	1742
967	51120	1689
968	51186	1637
969	51240	1584
970	51300	1532
971	51373	1479
972	51431	1427
973	51482	1374
974	51531	1321
975	51585	1268
976	51634	1215
977	51692	1162
978	51748	1110
979	51808	1057
980	51861	1004
981	51921	951
982	51977	898
983	52032	846
984	52086	793
985	52135	740
986	52192	687
987	52243	634
988	52298	581
989	52353	528
990	52409	475
991	52461	423
992	52516	370
993	52573	317
994	52625	264
995	52678	211
996	52729	158
997	52786	105
998	52838	52
999	52887	0
